Date;mean;TempMean;TempMin;TempMax;WindSpeed;WindSpeedMaxS;Precip;Time;Posan;Instant;JourSemaine;SoleilLeve
01/01/2010 00:00;0,739667387;29,1;24,8;33,8;8;12;0,11;8210;1;48;1;0
01/01/2010 00:30;0,695412527;29,1;24,8;33,8;8,3;12;0,11;8211;1;1;1;0
01/01/2010 01:00;0,63249892;29,1;24,8;33,8;8,3;12;0,11;8212;1;2;1;0
01/01/2010 01:30;0,532436285;29,1;24,8;33,8;8,3;12;0,11;8213;1;3;1;0
01/01/2010 02:00;0,453084233;29,1;24,8;33,8;8,3;12;0,11;8214;1;4;1;0
01/01/2010 02:30;0,385552916;29,1;24,8;33,8;8,3;12;0,11;8215;1;5;1;0
01/01/2010 03:00;0,36236933;29,1;24,8;33,8;8,3;12;0,11;8216;1;6;1;0
01/01/2010 03:30;0,34050108;29,1;24,8;33,8;8,3;12;0,11;8217;1;7;1;0
01/01/2010 04:00;0,297172786;29,1;24,8;33,8;8,3;12;0,11;8218;1;8;1;0
01/01/2010 04:30;0,27112095;29,1;24,8;33,8;8,3;12;0,11;8219;1;9;1;0
01/01/2010 05:00;0,26549676;29,1;24,8;33,8;8,3;12;0,11;8220;1;10;1;0
01/01/2010 05:30;0,270092873;29,1;24,8;33,8;8,3;12;0,11;8221;1;11;1;0
01/01/2010 06:00;0,250861771;29,1;24,8;33,8;8,3;12;0,11;8222;1;12;1;0
01/01/2010 06:30;0,245393089;29,1;24,8;33,8;8,3;12;0,11;8223;1;13;1;0
01/01/2010 07:00;0,268580994;29,1;24,8;33,8;8,3;12;0,11;8224;1;14;1;0
01/01/2010 07:30;0,287088553;29,1;24,8;33,8;8,3;12;0,11;8225;1;15;1;0
01/01/2010 08:00;0,310833693;29,1;24,8;33,8;8,3;12;0,11;8226;1;16;1;0
01/01/2010 08:30;0,318801296;29,1;24,8;33,8;8,3;12;0,11;8227;1;17;1;1
01/01/2010 09:00;0,393533477;29,1;24,8;33,8;8,3;12;0,11;8228;1;18;1;1
01/01/2010 09:30;0,443107991;29,1;24,8;33,8;8,3;12;0,11;8229;1;19;1;1
01/01/2010 10:00;0,564077754;29,1;24,8;33,8;8,3;12;0,11;8230;1;20;1;1
01/01/2010 10:30;0,691483801;29,1;24,8;33,8;8,3;12;0,11;8231;1;21;1;1
01/01/2010 11:00;0,721904968;29,1;24,8;33,8;8,3;12;0,11;8232;1;22;1;1
01/01/2010 11:30;0,842164147;29,1;24,8;33,8;8,3;12;0,11;8233;1;23;1;1
01/01/2010 12:00;0,946146868;29,1;24,8;33,8;8,3;12;0,11;8234;1;24;1;1
01/01/2010 12:30;1,003449244;29,1;24,8;33,8;8,3;12;0,11;8235;1;25;1;1
01/01/2010 13:00;1,044103672;29,1;24,8;33,8;8,3;12;0,11;8236;1;26;1;1
01/01/2010 13:30;1,017544276;29,1;24,8;33,8;8,3;12;0,11;8237;1;27;1;1
01/01/2010 14:00;1,012719222;29,1;24,8;33,8;8,3;12;0,11;8238;1;28;1;1
01/01/2010 14:30;0,921261339;29,1;24,8;33,8;8,3;12;0,11;8239;1;29;1;1
01/01/2010 15:00;0,970339093;29,1;24,8;33,8;8,3;12;0,11;8240;1;30;1;1
01/01/2010 15:30;0,954386609;29,1;24,8;33,8;8,3;12;0,11;8241;1;31;1;1
01/01/2010 16:00;0,854036717;29,1;24,8;33,8;8,3;12;0,11;8242;1;32;1;1
01/01/2010 16:30;0,900987041;29,1;24,8;33,8;8,3;12;0,11;8243;1;33;1;0
01/01/2010 17:00;1,069693305;29,1;24,8;33,8;8,3;12;0,11;8244;1;34;1;0
01/01/2010 17:30;1,128980562;29,1;24,8;33,8;8,3;12;0,11;8245;1;35;1;0
01/01/2010 18:00;1,189436285;29,1;24,8;33,8;8,3;12;0,11;8246;1;36;1;0
01/01/2010 18:30;1,188680346;29,1;24,8;33,8;8,3;12;0,11;8247;1;37;1;0
01/01/2010 19:00;1,136464363;29,1;24,8;33,8;8,3;12;0,11;8248;1;38;1;0
01/01/2010 19:30;1,099479482;29,1;24,8;33,8;8,3;12;0,11;8249;1;39;1;0
01/01/2010 20:00;1,013637149;29,1;24,8;33,8;8,3;12;0,11;8250;1;40;1;0
01/01/2010 20:30;0,990064795;29,1;24,8;33,8;8,3;12;0,11;8251;1;41;1;0
01/01/2010 21:00;0,983062635;29,1;24,8;33,8;8,3;12;0,11;8252;1;42;1;0
01/01/2010 21:30;0,976557235;29,1;24,8;33,8;8,3;12;0,11;8253;1;43;1;0
01/01/2010 22:00;0,947617711;29,1;24,8;33,8;8,3;12;0,11;8254;1;44;1;0
01/01/2010 22:30;0,910365011;29,1;24,8;33,8;8,3;12;0,11;8255;1;45;1;0
01/01/2010 23:00;0,810816415;29,1;24,8;33,8;8,3;12;0,11;8256;1;46;1;0
01/01/2010 23:30;0,754293737;29,1;24,8;33,8;8,3;12;0,11;8257;1;47;1;0
02/01/2010 00:00;0,686172786;30,2;24,8;36;11,3;19;0;8258;2;48;2;0
02/01/2010 00:30;0,582401728;30,2;24,8;36;11,3;19;0;8259;2;1;2;0
02/01/2010 01:00;0,487453564;30,2;24,8;36;11,3;19;0;8260;2;2;2;0
02/01/2010 01:30;0,383395248;30,2;24,8;36;11,3;19;0;8261;2;3;2;0
02/01/2010 02:00;0,334701944;30,2;24,8;36;11,3;19;0;8262;2;4;2;0
02/01/2010 02:30;0,286190065;30,2;24,8;36;11,3;19;0;8263;2;5;2;0
02/01/2010 03:00;0,271347732;30,2;24,8;36;11,3;19;0;8264;2;6;2;0
02/01/2010 03:30;0,24012743;30,2;24,8;36;11,3;19;0;8265;2;7;2;0
02/01/2010 04:00;0,242056156;30,2;24,8;36;11,3;19;0;8266;2;8;2;0
02/01/2010 04:30;0,244533477;30,2;24,8;36;11,3;19;0;8267;2;9;2;0
02/01/2010 05:00;0,232842333;30,2;24,8;36;11,3;19;0;8268;2;10;2;0
02/01/2010 05:30;0,223319654;30,2;24,8;36;11,3;19;0;8269;2;11;2;0
02/01/2010 06:00;0,220401728;30,2;24,8;36;11,3;19;0;8270;2;12;2;0
02/01/2010 06:30;0,232825054;30,2;24,8;36;11,3;19;0;8271;2;13;2;0
02/01/2010 07:00;0,247062635;30,2;24,8;36;11,3;19;0;8272;2;14;2;0
02/01/2010 07:30;0,294652268;30,2;24,8;36;11,3;19;0;8273;2;15;2;0
02/01/2010 08:00;0,341475162;30,2;24,8;36;11,3;19;0;8274;2;16;2;0
02/01/2010 08:30;0,367228942;30,2;24,8;36;11,3;19;0;8275;2;17;2;1
02/01/2010 09:00;0,451313175;30,2;24,8;36;11,3;19;0;8276;2;18;2;1
02/01/2010 09:30;0,534168467;30,2;24,8;36;11,3;19;0;8277;2;19;2;1
02/01/2010 10:00;0,661116631;30,2;24,8;36;11,3;19;0;8278;2;20;2;1
02/01/2010 10:30;0,713187905;30,2;24,8;36;11,3;19;0;8279;2;21;2;1
02/01/2010 11:00;0,810946004;30,2;24,8;36;11,3;19;0;8280;2;22;2;1
02/01/2010 11:30;0,770665227;30,2;24,8;36;11,3;19;0;8281;2;23;2;1
02/01/2010 12:00;0,804790497;30,2;24,8;36;11,3;19;0;8282;2;24;2;1
02/01/2010 12:30;0,799088553;30,2;24,8;36;11,3;19;0;8283;2;25;2;1
02/01/2010 13:00;0,822138229;30,2;24,8;36;11,3;19;0;8284;2;26;2;1
02/01/2010 13:30;0,801559395;30,2;24,8;36;11,3;19;0;8285;2;27;2;1
02/01/2010 14:00;0,774092873;30,2;24,8;36;11,3;19;0;8286;2;28;2;1
02/01/2010 14:30;0,746347732;30,2;24,8;36;11,3;19;0;8287;2;29;2;1
02/01/2010 15:00;0,769863931;30,2;24,8;36;11,3;19;0;8288;2;30;2;1
02/01/2010 15:30;0,795038877;30,2;24,8;36;11,3;19;0;8289;2;31;2;1
02/01/2010 16:00;0,831302376;30,2;24,8;36;11,3;19;0;8290;2;32;2;1
02/01/2010 16:30;0,857784017;30,2;24,8;36;11,3;19;0;8291;2;33;2;0
02/01/2010 17:00;1,032866091;30,2;24,8;36;11,3;19;0;8292;2;34;2;0
02/01/2010 17:30;1,11637149;30,2;24,8;36;11,3;19;0;8293;2;35;2;0
02/01/2010 18:00;1,20188121;30,2;24,8;36;11,3;19;0;8294;2;36;2;0
02/01/2010 18:30;1,201174946;30,2;24,8;36;11,3;19;0;8295;2;37;2;0
02/01/2010 19:00;1,144343413;30,2;24,8;36;11,3;19;0;8296;2;38;2;0
02/01/2010 19:30;1,15737797;30,2;24,8;36;11,3;19;0;8297;2;39;2;0
02/01/2010 20:00;1,084090713;30,2;24,8;36;11,3;19;0;8298;2;40;2;0
02/01/2010 20:30;1,089185745;30,2;24,8;36;11,3;19;0;8299;2;41;2;0
02/01/2010 21:00;1,057231102;30,2;24,8;36;11,3;19;0;8300;2;42;2;0
02/01/2010 21:30;0,956656587;30,2;24,8;36;11,3;19;0;8301;2;43;2;0
02/01/2010 22:00;0,930149028;30,2;24,8;36;11,3;19;0;8302;2;44;2;0
02/01/2010 22:30;0,907611231;30,2;24,8;36;11,3;19;0;8303;2;45;2;0
02/01/2010 23:00;0,857526998;30,2;24,8;36;11,3;19;0;8304;2;46;2;0
02/01/2010 23:30;0,770784017;30,2;24,8;36;11,3;19;0;8305;2;47;2;0
03/01/2010 00:00;0,705330454;34,3;28;37,4;10,9;17,5;0,01;8306;3;48;3;0
03/01/2010 00:30;0,605282937;34,3;28;37,4;10,9;17,5;0,01;8307;3;1;3;0
03/01/2010 01:00;0,488786177;34,3;28;37,4;10,9;17,5;0,01;8308;3;2;3;0
03/01/2010 01:30;0,412924406;34,3;28;37,4;10,9;17,5;0,01;8309;3;3;3;0
03/01/2010 02:00;0,359909287;34,3;28;37,4;10,9;17,5;0,01;8310;3;4;3;0
03/01/2010 02:30;0,311142549;34,3;28;37,4;10,9;17,5;0,01;8311;3;5;3;0
03/01/2010 03:00;0,273345572;34,3;28;37,4;10,9;17,5;0,01;8312;3;6;3;0
03/01/2010 03:30;0,258457883;34,3;28;37,4;10,9;17,5;0,01;8313;3;7;3;0
03/01/2010 04:00;0,241295896;34,3;28;37,4;10,9;17,5;0,01;8314;3;8;3;0
03/01/2010 04:30;0,243866091;34,3;28;37,4;10,9;17,5;0,01;8315;3;9;3;0
